EpochSecTime,JD0,JD1,PosX,PosY,PosZ,VelX,VelY,VelZ,OrbEl_SMA,OrbEl_Eccentricity,OrbEl_Inclination,OrbEl_RAAN,OrbEl_ArgOfPerigee,OrbEl_MeanAnomaly,OrbEl_TrueAnomaly,Access,Azimuth,Elevation,Latitude(deg),Longitude(deg),
15640,2453372.50000,47641.00000,-2152.48090,-4112.43892,-5200.86636,7.19070,-1.51502,-1.77451,6967.34674,0.00063,0.89820,6.26907,0.67350,3.73446,3.73376,0,227.5,-56.2,-48.4,-58.2,
15660,2453372.50000,47661.00000,-2008.17276,-4141.77161,-5235.12953,7.23954,-1.41813,-1.65167,6967.20669,0.00063,0.89819,6.26904,0.71780,3.71185,3.71117,0,226.6,-55.8,-48.9,-56.6,
15680,2453372.50000,47681.00000,-1862.92178,-4169.15972,-5266.92813,7.28498,-1.32057,-1.52806,6967.07597,0.00064,0.89819,6.26900,0.76126,3.69009,3.68942,0,225.8,-55.3,-49.3,-54.8,
15700,2453372.50000,47701.00000,-1716.79619,-4194.59045,-5296.24723,7.32700,-1.22240,-1.40373,6966.95488,0.00064,0.89818,6.26897,0.80394,3.66909,3.66845,0,224.9,-54.8,-49.6,-53.1,
15720,2453372.50000,47721.00000,-1569.86461,-4218.05189,-5323.07311,7.36558,-1.12365,-1.27875,6966.84372,0.00064,0.89817,6.26893,0.84591,3.64881,3.64819,0,224.1,-54.3,-50.0,-51.3,
15740,2453372.50000,47741.00000,-1422.19602,-4239.53307,-5347.39318,7.40070,-1.02438,-1.15316,6966.74272,0.00065,0.89817,6.26890,0.88722,3.62920,3.62859,0,223.2,-53.9,-50.3,-49.6,
15760,2453372.50000,47761.00000,-1273.85976,-4259.02395,-5369.19604,7.43235,-0.92463,-1.02704,6966.65209,0.00065,0.89816,6.26886,0.92792,3.61018,3.60960,0,222.4,-53.4,-50.6,-47.8,
15780,2453372.50000,47781.00000,-1124.92547,-4276.51538,-5388.47145,7.46050,-0.82445,-0.90043,6966.57198,0.00065,0.89816,6.26883,0.96807,3.59173,3.59116,0,221.6,-52.9,-50.8,-45.9,
15800,2453372.50000,47801.00000,-975.46308,-4291.99919,-5405.21038,7.48515,-0.72387,-0.77340,6966.50249,0.00065,0.89815,6.26879,1.00772,3.57377,3.57323,0,220.8,-52.4,-51.0,-44.1,
15820,2453372.50000,47821.00000,-825.54275,-4305.46811,-5419.40496,7.50629,-0.62296,-0.64600,6966.44372,0.00064,0.89815,6.26876,1.04693,3.55625,3.55573,0,220.0,-51.9,-51.2,-42.2,
15840,2453372.50000,47841.00000,-675.23485,-4316.91583,-5431.04852,7.52391,-0.52176,-0.51831,6966.39577,0.00064,0.89815,6.26872,1.08574,3.53913,3.53863,0,219.3,-51.4,-51.4,-40.3,
15860,2453372.50000,47861.00000,-524.60995,-4326.33698,-5440.13557,7.53799,-0.42032,-0.39036,6966.35872,0.00064,0.89815,6.26868,1.12421,3.52235,3.52188,0,218.5,-50.9,-51.5,-38.4,
15880,2453372.50000,47881.00000,-373.73876,-4333.72713,-5446.66184,7.54854,-0.31867,-0.26224,6966.33262,0.00063,0.89814,6.26865,1.16239,3.50586,3.50541,0,217.7,-50.4,-51.6,-36.5,
15900,2453372.50000,47901.00000,-222.69210,-4339.08280,-5450.62424,7.55554,-0.21688,-0.13399,6966.31749,0.00062,0.89814,6.26861,1.20032,3.48962,3.48919,0,217.0,-49.9,-51.6,-34.6,
15920,2453372.50000,47921.00000,-71.54087,-4342.40147,-5452.02088,7.55899,-0.11498,-0.00567,6966.31334,0.00062,0.89814,6.26857,1.23807,3.47357,3.47316,0,216.3,-49.4,-51.6,-32.7,
15940,2453372.50000,47941.00000,79.64396,-4343.68153,-5450.85106,7.55890,-0.01302,0.12265,6966.32018,0.00061,0.89814,6.26854,1.27567,3.45765,3.45728,0,215.5,-48.9,-51.6,-30.8,
15960,2453372.50000,47961.00000,230.79143,-4342.92238,-5447.11530,7.55526,0.08894,0.25091,6966.33799,0.00060,0.89814,6.26850,1.31319,3.44183,3.44147,0,214.8,-48.4,-51.6,-28.9,
15980,2453372.50000,47981.00000,381.83056,-4340.12433,-5440.81530,7.54807,0.19086,0.37906,6966.36676,0.00059,0.89815,6.26846,1.35067,3.42603,3.42570,0,214.1,-47.8,-51.5,-27.0,
16000,2453372.50000,48001.00000,532.69046,-4335.28864,-5431.95399,7.53733,0.29269,0.50704,6966.40642,0.00057,0.89815,6.26843,1.38818,3.41021,3.40991,0,213.4,-47.3,-51.4,-25.1,
16020,2453372.50000,48021.00000,683.30029,-4328.41755,-5420.53545,7.52306,0.39439,0.63477,6966.45686,0.00056,0.89815,6.26839,1.42578,3.39431,3.39403,0,212.7,-46.8,-51.2,-23.2,
16040,2453372.50000,48041.00000,833.58933,-4319.51422,-5406.56500,7.50526,0.49591,0.76222,6966.51793,0.00055,0.89815,6.26835,1.46354,3.37823,3.37798,0,212.0,-46.3,-51.0,-21.3,
16060,2453372.50000,48061.00000,983.48701,-4308.58278,-5390.04913,7.48393,0.59719,0.88931,6966.58949,0.00053,0.89816,6.26832,1.50155,3.36191,3.36168,0,211.3,-45.8,-50.8,-19.5,
16080,2453372.50000,48081.00000,1132.92292,-4295.62827,-5370.99553,7.45908,0.69821,1.01598,6966.67137,0.00052,0.89816,6.26828,1.53991,3.34525,3.34504,0,210.6,-45.2,-50.6,-17.7,
16100,2453372.50000,48101.00000,1281.82688,-4280.65673,-5349.41307,7.43073,0.79889,1.14218,6966.76336,0.00050,0.89817,6.26825,1.57872,3.32813,3.32795,0,209.9,-44.7,-50.3,-15.8,
16120,2453372.50000,48121.00000,1430.12895,-4263.67509,-5325.31183,7.39889,0.89921,1.26785,6966.86526,0.00048,0.89817,6.26821,1.61812,3.31042,3.31026,0,209.2,-44.2,-50.0,-14.1,
16140,2453372.50000,48141.00000,1577.75945,-4244.69125,-5298.70304,7.36358,0.99910,1.39293,6966.97683,0.00046,0.89818,6.26818,1.65826,3.29197,3.29184,0,208.6,-43.6,-49.6,-12.3,
16160,2453372.50000,48161.00000,1724.64903,-4223.71403,-5269.59912,7.32480,1.09854,1.51735,6967.09783,0.00044,0.89819,6.26814,1.69934,3.27258,3.27247,0,207.9,-43.1,-49.3,-10.6,
16180,2453372.50000,48181.00000,1870.72866,-4200.75318,-5238.01365,7.28259,1.19746,1.64107,6967.22802,0.00042,0.89819,6.26811,1.74161,3.25201,3.25191,0,207.2,-42.6,-48.9,-8.9,
16200,2453372.50000,48201.00000,2015.92969,-4175.81941,-5203.96140,7.23695,1.29582,1.76402,6967.36718,0.00040,0.89820,6.26808,1.78536,3.22995,3.22988,0,206.5,-42.0,-48.5,-7.2,
16220,2453372.50000,48221.00000,2160.18388,-4148.92430,-5167.45826,7.18791,1.39358,1.88615,6967.51511,0.00037,0.89821,6.26804,1.83099,3.20602,3.20597,0,205.9,-41.5,-48.0,-5.5,
16240,2453372.50000,48241.00000,2303.42340,-4120.08040,-5128.52131,7.13549,1.49070,2.00739,6967.67158,0.00035,0.89822,6.26801,1.87898,3.17972,3.17969,0,205.2,-40.9,-47.5,-3.9,
16260,2453372.50000,48261.00000,2445.58092,-4089.30113,-5087.16874,7.07971,1.58711,2.12770,6967.83641,0.00033,0.89823,6.26798,1.92998,3.15041,3.15041,0,204.6,-40.4,-47.0,-2.3,
16280,2453372.50000,48281.00000,2586.58960,-4056.60084,-5043.41989,7.02061,1.68279,2.24701,6968.00934,0.00030,0.89824,6.26795,1.98487,3.11721,3.11723,0,203.9,-39.9,-46.5,-0.8,
16300,2453372.50000,48301.00000,2726.38311,-4021.99478,-4997.29522,6.95820,1.77768,2.36527,6968.19014,0.00028,0.89825,6.26791,2.04487,3.07891,3.07894,0,203.2,-39.3,-46.0,0.8,
16320,2453372.50000,48321.00000,2864.89571,-3985.49908,-4948.81632,6.89252,1.87175,2.48243,6968.37850,0.00025,0.89826,6.26788,2.11171,3.03377,3.03382,0,202.6,-38.8,-45.4,2.3,
16340,2453372.50000,48341.00000,3002.06222,-3947.13077,-4898.00587,6.82360,1.96494,2.59842,6968.57413,0.00023,0.89827,6.26785,2.18791,2.97927,2.97934,0,201.9,-38.2,-44.8,3.7,
16360,2453372.50000,48361.00000,3137.81812,-3906.90775,-4844.88765,6.75146,2.05721,2.71320,6968.77664,0.00020,0.89828,6.26783,2.27726,2.91161,2.91170,0,201.2,-37.7,-44.2,5.2,
16380,2453372.50000,48381.00000,3272.09950,-3864.84878,-4789.48653,6.67615,2.14852,2.82670,6968.98565,0.00017,0.89829,6.26780,2.38562,2.82494,2.82505,0,200.6,-37.1,-43.6,6.6,
16400,2453372.50000,48401.00000,3404.84316,-3820.97350,-4731.82844,6.59770,2.23883,2.93888,6969.20073,0.00015,0.89831,6.26777,2.52213,2.71013,2.71026,0,199.9,-36.6,-42.9,7.9,
16420,2453372.50000,48421.00000,3535.98659,-3775.30240,-4671.94041,6.51613,2.32810,3.04969,6969.42144,0.00013,0.89832,6.26774,2.70072,2.55324,2.55339,0,199.2,-36.0,-42.2,9.3,
16440,2453372.50000,48441.00000,3665.46804,-3727.85681,-4609.85048,6.43150,2.41628,3.15906,6969.64730,0.00011,0.89833,6.26771,2.93981,2.33586,2.33601,0,198.6,-35.5,-41.6,10.6,
16460,2453372.50000,48461.00000,3793.22652,-3678.65890,-4545.58776,6.34384,2.50332,3.26696,6969.87787,0.00010,0.89834,6.26769,3.25231,2.04506,2.04523,0,197.9,-34.9,-40.9,11.8,
16480,2453372.50000,48481.00000,3919.20182,-3627.73165,-4479.18236,6.25319,2.58920,3.37332,6970.11266,0.00009,0.89836,6.26766,3.61725,1.70182,1.70200,0,197.2,-34.4,-40.1,13.1,
16500,2453372.50000,48501.00000,4043.33459,-3575.09888,-4410.66542,6.15960,2.67387,3.47810,6970.35124,0.00010,0.89837,6.26764,3.96951,1.37126,1.37145,0,196.5,-33.8,-39.4,14.3,
16520,2453372.50000,48521.00000,4165.56632,-3520.78519,-4340.06908,6.06310,2.75729,3.58125,6970.59316,0.00012,0.89838,6.26762,4.25604,1.10643,1.10664,0,195.8,-33.2,-38.7,15.5,
16540,2453372.50000,48541.00000,4285.83937,-3464.81600,-4267.42645,5.96374,2.83941,3.68272,6970.83796,0.00014,0.89840,6.26759,4.47143,0.91274,0.91296,0,195.1,-32.7,-37.9,16.7,
16560,2453372.50000,48561.00000,4404.09703,-3407.21748,-4192.77163,5.86156,2.92021,3.78247,6971.08520,0.00017,0.89841,6.26757,4.63282,0.77305,0.77328,0,194.4,-32.1,-37.1,17.8,
16580,2453372.50000,48581.00000,4520.28353,-3348.01660,-4116.13964,5.75663,2.99964,3.88043,6971.33438,0.00019,0.89843,6.26755,4.75744,0.67013,0.67037,0,193.7,-31.6,-36.3,18.9,
16600,2453372.50000,48601.00000,4634.34403,-3287.24106,-4037.56648,5.64897,3.07767,3.97658,6971.58497,0.00022,0.89844,6.26753,4.85740,0.59188,0.59213,0,193.0,-31.0,-35.5,20.0,
16620,2453372.50000,48621.00000,4746.22473,-3224.91933,-3957.08903,5.53865,3.15426,4.07085,6971.83644,0.00025,0.89846,6.26751,4.94051,0.53047,0.53073,0,192.3,-30.4,-34.7,21.1,
16640,2453372.50000,48641.00000,4855.87280,-3161.08059,-3874.74510,5.42572,3.22937,4.16322,6972.08827,0.00028,0.89847,6.26749,5.01180,0.48089,0.48115,0,191.6,-29.9,-33.9,22.1,
16660,2453372.50000,48661.00000,4963.23647,-3095.75476,-3790.57338,5.31022,3.30296,4.25363,6972.33992,0.00031,0.89848,6.26747,5.07455,0.43985,0.44012,0,190.8,-29.3,-33.1,23.2,
16680,2453372.50000,48681.00000,5068.26505,-3028.97244,-3704.61343,5.19222,3.37501,4.34203,6972.59089,0.00035,0.89850,6.26746,5.13096,0.40514,0.40541,0,190.1,-28.8,-32.2,24.2,
16700,2453372.50000,48701.00000,5170.90892,-2960.76495,-3616.90566,5.07176,3.44547,4.42840,6972.84066,0.00038,0.89851,6.26744,5.18257,0.37525,0.37552,0,189.3,-28.2,-31.4,25.2,
16720,2453372.50000,48721.00000,5271.11959,-2891.16426,-3527.49132,4.94891,3.51432,4.51268,6973.08869,0.00041,0.89853,6.26742,5.23043,0.34909,0.34937,0,188.6,-27.6,-30.5,26.1,
16740,2453372.50000,48741.00000,5368.84969,-2820.20302,-3436.41246,4.82372,3.58152,4.59484,6973.33445,0.00044,0.89854,6.26741,5.27533,0.32590,0.32618,0,187.8,-27.1,-29.7,27.1,
16760,2453372.50000,48761.00000,5464.05304,-2747.91451,-3343.71193,4.69624,3.64704,4.67484,6973.57743,0.00047,0.89856,6.26739,5.31784,0.30510,0.30538,0,187.0,-26.5,-28.8,28.0,
16780,2453372.50000,48781.00000,5556.68461,-2674.33266,-3249.43338,4.56655,3.71085,4.75264,6973.81714,0.00050,0.89857,6.26738,5.35838,0.28627,0.28655,0,186.2,-25.9,-27.9,28.9,
16800,2453372.50000,48801.00000,5646.70062,-2599.49202,-3153.62117,4.43470,3.77292,4.82820,6974.05317,0.00053,0.89858,6.26737,5.39729,0.26907,0.26935,0,185.4,-25.4,-27.0,29.8,
16820,2453372.50000,48821.00000,5734.05847,-2523.42771,-3056.32042,4.30075,3.83321,4.90149,6974.28514,0.00056,0.89860,6.26736,5.43483,0.25324,0.25352,0,184.6,-24.8,-26.1,30.7,
16840,2453372.50000,48841.00000,5818.71687,-2446.17545,-2957.57695,4.16476,3.89171,4.97247,6974.51271,0.00059,0.89861,6.26734,5.47122,0.23857,0.23884,0,183.7,-24.2,-25.2,31.6,
16860,2453372.50000,48861.00000,5900.63574,-2367.77155,-2857.43729,4.02680,3.94838,5.04110,6974.73557,0.00061,0.89862,6.26733,5.50663,0.22487,0.22514,0,182.8,-23.7,-24.3,32.4,
16880,2453372.50000,48881.00000,5979.77633,-2288.25282,-2755.94861,3.88694,4.00319,5.10736,6974.95337,0.00064,0.89863,6.26732,5.54120,0.21201,0.21228,0,182.0,-23.1,-23.4,33.3,
